89853	21517	1505227158	1505227289	1743049878	24.758837	5352166794	47.381431	406.028407
216618	19733	1505195188	1505195390	5186803206	26.076810	244489071	19.235384	195.079229
216617	19733	1505176098	1505176418	5272717221	72.367120	5186803206	26.076810	269.307480
247760	6803	1505221352	1505221479	243855456	18.681542	2467384966	51.546096	318.526630
247759	6803	1505192513	1505192674	2467384966	28.178006	2524039520	14.764823	327.449254
168073	19468	1505172599	1505173245	1745703309	64.498062	5702111332	59.135438	1039.142192
233866	8740	1505228827	1505229151	5117992941	39.661064	598063838	15.811388	230.736788
233865	8740	1505207771	1505208068	4594224859	63.529521	5117992941	45.967380	336.867401
64552	22685	1505209799	1505210048	5108093305	33.241540	5220729624	29.614186	845.065541
64551	22685	1505192863	1505193162	4749361889	30.594117	4603919871	62.968246	986.279030
64555	22685	1505225647	1505225791	5108093305	18.973666	237566274	43.416587	1250.454837
64554	22685	1505220047	1505220383	5220729634	25.179357	5220729633	46.238512	368.176572
64553	22685	1505210287	1505210461	5220729624	29.614186	4603919871	54.009258	761.713001
245669	20383	1505212355	1505213327	2376711073	142.393820	5171821578	39.115214	753.455458
245668	20383	1505175371	1505175846	5171696900	37.336309	2376711073	142.393820	1057.889675
245670	20383	1505213767	1505213986	5171821578	39.115214	5284675737	16.000000	413.367708
245746	11557	1505174190	1505174336	2467390431	19.416488	2467411084	87.658428	440.004411
245747	11557	1505196302	1505196482	2467411084	87.658428	5231560041	46.173586	499.456255
245749	11557	1505216850	1505217031	5231560041	34.365681	2467411084	78.236820	499.456255
245748	11557	1505202339	1505202533	5231560041	46.173586	4600636595	64.899923	1261.225161
20339	7964	1505212191	1505212319	244133374	26.248809	313931533	43.104524	262.363670
20344	7964	1505224693	1505225806	5227149708	44.407207	244131958	9.219544	945.896843
20342	7964	1505219593	1505219748	5227149708	31.400637	4604128584	44.384682	261.739830
20340	7964	1505212319	1505212509	313931533	43.104524	4602964448	16.401219	225.701441
20341	7964	1505213813	1505214059	4604128567	52.402290	1608935177	47.296934	271.206528
20343	7964	1505220398	1505220519	4604128584	44.384682	5227149708	44.407207	261.739830
217616	6592	1505176712	1505176977	5256544282	14.142136	3549224641	23.345235	738.739770
217617	6592	1505212021	1505212243	1848076757	10.440307	375771974	5.099020	692.604126
217618	6592	1505216768	1505217172	375771974	5.099020	5256544282	36.359318	1287.583654
135698	20398	1505182888	1505183134	4740205761	46.097722	244383478	30.413813	480.913312
23565	19230	1505145962	1505146752	5120876590	33.541020	4604560623	53.235327	785.295021
23566	19230	1505145984	1505146662	5120876590	33.541020	4604560623	53.235327	785.295021
37067	1838	1505216633	1505216960	1710524948	11.401754	5278003004	23.769729	284.314514
181723	25532	1505207853	1505208141	243851911	27.658633	5681076559	133.180329	241.590157
242524	32072	1505178068	1505178448	4598978701	36.345564	366207088	14.035669	378.102817
242525	32072	1505201420	1505202008	4599006119	32.000000	3140047590	60.671245	981.410756
242526	32072	1505203280	1505203949	3140047590	60.671245	4599034820	30.805844	1122.462124
78884	14609	1505194190	1505194336	3792517714	21.587033	5549193678	23.769729	269.270346
78885	14609	1505202482	1505203336	4600217870	25.000000	5683568808	28.844410	562.506887
78883	14609	1505180290	1505180752	5179023050	44.384682	5549193678	25.553865	272.146756
44216	28018	1505176355	1505176859	595220097	55.542776	4297975293	18.681542	813.625363
44218	28018	1505198050	1505198309	4682815425	9.219544	409000688	45.486262	350.566869
44219	28018	1505202279	1505203026	409000688	45.486262	246494200	12.041595	1436.903618
121040	28914	1505199808	1505200346	4602947010	36.138622	1433622390	6.403124	1088.198061
121039	28914	1505198896	1505199541	4602946780	13.928388	4602947010	36.138622	934.238652
121041	28914	1505217590	1505218235	4486807853	7.615773	4602854572	33.015148	1376.711223
37529	11770	1505210786	1505211109	5637259552	10.049876	1440434139	13.892444	188.056190
37531	11770	1505214746	1505216011	393154387	9.000000	1314908912	39.115214	2020.756746
37528	11770	1505179300	1505179598	1849457982	46.572524	5637259552	10.049876	527.924782
37530	11770	1505213703	1505214377	1440434139	8.602325	393154387	9.000000	1440.062531
200951	11138	1505225008	1505227012	233879440	18.973666	5231554416	22.360680	4262.420313
220205	15597	1505179730	1505179890	2049403115	54.781384	5681246458	60.000000	1581.626358
74249	16937	1505223629	1505224653	5184544121	12.165525	4604002558	18.110770	1528.107147
74248	16937	1505223472	1505223629	5184544141	10.295630	5184544121	12.165525	211.255608
204033	30379	1505148367	1505148986	2524397243	47.853944	2524397258	10.049876	591.808840
126254	14027	1505178050	1505178372	5231550090	43.931765	5497488093	21.213203	1240.333344
64965	21269	1505169108	1505169984	4611241013	20.248457	5014446519	42.154478	995.324298
