89860	21517	1505423797	1505424203	1745703340	67.416615	2056177983	11.704700	973.156709
89861	21517	1505467325	1505467956	4604858204	4.472136	1745703317	39.217343	1117.234879
216622	19733	1505480865	1505481012	5278630472	46.324939	3953216624	100.284595	244.495311
216621	19733	1505410486	1505410828	5186872032	81.841310	394326404	29.068884	1301.413756
247761	6803	1505462032	1505462558	2524039520	30.675723	2467384581	64.629715	1132.788179
247762	6803	1505470417	1505470760	2467384581	88.600226	4606931521	17.000000	1016.802705
116564	13644	1505475418	1505475557	377553414	12.529964	5686481672	6.403124	921.284478
116562	13644	1505409100	1505410290	1396104876	27.202941	2078410402	46.010868	423.758892
116565	13644	1505478066	1505478522	5686481672	6.403124	377553414	46.000000	921.284478
116563	13644	1505430244	1505430712	1396104864	41.000000	5120876563	53.084838	1026.372617
116567	13644	1505486592	1505486902	2086966720	11.401754	5120876562	9.000000	607.558409
116566	13644	1505486084	1505486558	5120876562	9.000000	5286327459	23.345235	388.907083
45562	26861	1505481194	1505481439	1856843815	18.110770	243995674	6.403124	177.649623
64576	22685	1505474594	1505474999	1138474868	27.892651	2577843920	11.313708	1058.325559
64574	22685	1505473367	1505473606	1138474738	22.671568	5222516575	38.183766	452.640213
64575	22685	1505474305	1505474524	5222516575	38.183766	1138474868	27.892651	561.691905
245674	20383	1505472767	1505473457	5284675737	3.162278	1833781793	20.024984	1153.082778
245675	20383	1505473808	1505474500	1833781793	20.024984	634102941	62.289646	649.954062
119439	5973	1505447317	1505449851	4474612151	21.023796	5277925127	38.600518	1046.399882
105779	10699	1505442021	1505443051	1629037257	13.416408	1790050942	23.021729	1933.457839
77939	18644	1505433370	1505433596	5118429423	46.518813	258306020	25.000000	383.409408
245752	11557	1505482284	1505482467	2467411084	116.691902	5231560041	11.704700	499.456255
20351	7964	1505460810	1505463133	5253227339	56.753854	4740555085	36.359318	3853.601981
20352	7964	1505463513	1505464541	4740555085	36.359318	5108127159	34.409301	731.204778
20350	7964	1505458341	1505458980	4604128566	20.099751	5253227339	56.753854	571.197820
217625	6592	1505453892	1505455268	5256291403	49.244289	5256475891	51.623638	3256.372903
217624	6592	1505439282	1505439511	4836673208	39.597980	5256291403	49.244289	712.604739
135700	20398	1505433958	1505434289	5278242670	16.643317	5148558998	29.410882	305.333303
135701	20398	1505450472	1505450651	5148558998	29.410882	5278242670	21.213203	305.333303
290486	30667	1505446854	1505447501	2440000690	13.152946	3313104092	33.615473	866.849454
36950	25959	1505448238	1505448582	5231709293	42.047592	244930855	32.015621	646.232947
36949	25959	1505436144	1505436605	2383954614	110.453610	5231709293	42.047592	457.062860
36951	25959	1505467216	1505467835	244930855	32.015621	1289123717	19.416488	1152.371860
214239	22902	1505474623	1505474911	5187341534	25.495098	5182879982	19.104973	716.112502
37539	11770	1505468634	1505469329	393153855	13.928388	5860373280	62.585941	847.907337
37541	11770	1505471134	1505471768	4675722405	31.827661	2238840305	12.041595	1033.492374
37538	11770	1505451157	1505451366	5683568999	7.000000	393153855	44.777226	588.437849
37540	11770	1505470721	1505470848	5860373280	62.585941	4675722405	31.827661	122.513912
220209	15597	1505469297	1505469423	4628177387	14.142136	2049403115	68.622154	1213.448129
74264	16937	1505478359	1505479372	4594226214	23.769729	4594226192	14.866069	1363.775852
74263	16937	1505472750	1505473055	4753255102	28.600699	4594226214	23.769729	459.607214
240241	19930	1505490277	1505490540	313932116	8.062258	5178447614	92.417531	339.137108
181630	27829	1505480612	1505481494	5204545589	18.439089	4287920490	14.317821	1086.621762
181631	27829	1505487354	1505487727	4287920490	14.317821	5463866534	13.038405	863.109870
181629	27829	1505475520	1505478124	2708247951	6.000000	5204545589	18.439089	4820.140965
181632	27829	1505489899	1505490887	4084447585	59.008474	246168182	46.647615	1612.492722
181628	27829	1505451083	1505451354	4389283482	60.166436	2708247956	61.611687	515.151562
12489	28607	1505469783	1505470244	1843452500	47.434165	5667042250	28.600699	449.571161
190064	18460	1505468656	1505469121	5015083943	20.024984	3370311432	32.249031	751.237669
190065	18460	1505477704	1505477912	4724910728	11.000000	3370311432	26.683328	358.438972
190177	1808	1505468090	1505468661	5102128539	35.735137	5118567478	32.695565	1815.269381
190179	1808	1505485941	1505486298	177002509	35.846897	229313881	58.872744	206.647302
190180	1808	1505490644	1505491232	2402430819	31.780497	31737711	5.099020	518.747761
190178	1808	1505485630	1505485832	229313881	57.314920	177002509	35.846897	206.647302
279175	469	1505436726	1505437215	5253043148	8.944272	1788008050	22.360680	700.214867
279177	469	1505474167	1505474292	5239881814	17.262677	239716532	31.256999	243.569602
279176	469	1505471379	1505471592	1788008050	26.400758	5239881814	17.262677	934.849329
279174	469	1505404843	1505405190	5150758153	14.317821	5253043148	8.944272	794.997216
257881	28339	1505438646	1505439886	1830472941	18.357560	5209304190	17.464249	1692.456674
207771	19017	1505490980	1505491198	5184324673	32.015621	4604013485	18.027756	269.991377
207768	19017	1505462943	1505464409	1444025994	43.566042	5284828836	2.236068	944.803900
207766	19017	1505455577	1505455959	1444025912	46.270941	5284926986	30.413813	776.610642
207767	19017	1505460615	1505461235	5284926986	30.413813	1444025994	28.301943	917.183032
207769	19017	1505464499	1505465072	5284828836	2.236068	3977661068	5.830952	608.728860
207770	19017	1505484335	1505484948	778114728	5.000000	5283082223	46.097722	822.001211
207765	19017	1505448252	1505448596	4604469628	38.118237	5129104713	59.682493	429.829303
157719	31859	1505476101	1505476373	4491986534	109.859001	4644995449	10.770330	998.523798
260560	10465	1505405174	1505405510	4602398714	39.012818	4602218877	69.339743	161.638154
260563	10465	1505465791	1505465960	244952259	6.403124	4602398714	42.720019	119.767198
260561	10465	1505454014	1505454741	4602398714	19.416488	5683900022	18.973666	872.016233
260564	10465	1505467177	1505469574	2395975796	45.188494	5684040554	24.596748	1894.740990
260565	10465	1505470412	1505470866	5684040554	24.596748	5258646257	32.802439	674.207452
260562	10465	1505464163	1505464732	2383954884	15.524175	2395975796	51.088159	1004.840196
5424	11636	1505469005	1505470609	1794779966	53.851648	4689376203	53.225934	2346.927697
33788	10008	1505413004	1505414698	5118567478	45.486262	5120178635	16.643317	1572.265429
299209	2936	1505473557	1505473696	243713183	24.515301	4660443854	10.198039	398.760562
299211	2936	1505490358	1505490951	243713606	34.205263	243851530	7.071068	888.240594
299210	2936	1505483220	1505483385	2039348769	26.076810	2401239793	37.735925	404.496447
165301	13108	1505461102	1505461246	5014445777	42.059482	1119694433	46.615448	228.468591
89725	28520	1505438338	1505438518	1500913401	18.601075	2397983532	26.832816	148.435528
33414	31894	1505472774	1505473069	1843462151	27.802878	3923705993	12.529964	2949.168552
33413	31894	1505431536	1505432112	1345234269	23.769729	1843462024	9.219544	1250.670133
10206	14188	1505472080	1505472341	955773153	13.038405	1701939412	65.734314	1594.838276
10207	14188	1505477714	1505478064	1701939412	65.734314	1345234213	15.000000	1446.092056
170370	24264	1505467029	1505467647	246817239	38.948684	1837345311	9.433981	1501.147511
170371	24264	1505469624	1505471815	1837345311	9.433981	1832238027	36.013886	756.657383
170369	24264	1505447152	1505447652	5233316313	31.400637	246817239	38.948684	1072.735351
48611	5106	1505405064	1505405424	4486818692	53.338541	5231560041	56.568542	788.852823
48612	5106	1505405354	1505405623	4486818692	53.338541	5231560041	56.568542	788.852823
201615	28569	1505469586	1505469909	5272720373	12.206556	5233050782	7.071068	231.433026
201614	28569	1505432850	1505433181	5265243672	14.866069	5272720373	12.206556	320.592872
52996	15074	1505473946	1505474419	5700838077	12.369317	245566396	33.120990	944.901283
52993	15074	1505467605	1505468842	5700838082	46.141088	5698237177	63.245553	384.394144
52995	15074	1505472511	1505473171	4708978122	4.472136	370785009	71.449283	1056.741273
52997	15074	1505484829	1505485099	1794825313	13.928388	5235316863	43.046487	679.076664
52994	15074	1505469700	1505470271	5698237177	63.245553	4708978122	4.472136	922.495682
52992	15074	1505455163	1505455663	4506474123	60.008333	5700838082	46.141088	2376.739002
206700	14595	1505477208	1505477334	4314508830	10.049876	3946566839	11.704700	538.194063
259068	10778	1505468945	1505469447	5227194135	19.416488	1167585423	31.575307	420.633264
259071	10778	1505489096	1505489549	2592310353	17.088007	5596873870	23.323808	666.347401
259069	10778	1505469448	1505469729	1167585423	31.575307	5286341286	75.133215	252.249371
259067	10778	1505420805	1505421030	3968312392	7.615773	3961906597	8.246211	323.184412
259070	10778	1505473132	1505474869	5286341286	75.133215	2592310353	34.928498	2087.868796
80224	17552	1505467748	1505467985	4606048079	75.286121	4606048080	62.968246	100.187204
143069	30846	1505435380	1505435660	5252340190	39.623226	5252340158	27.730849	331.105069
143071	30846	1505476804	1505476998	1345982288	47.759816	5252340159	13.928388	293.290416
143070	30846	1505453409	1505453733	5252340158	27.730849	1345982288	47.759816	322.055312
143072	30846	1505478042	1505478186	5252340159	13.928388	5178501325	32.802439	307.399974
143068	30846	1505421235	1505421414	5178501325	29.832868	5252340190	39.623226	272.759313
177848	8594	1505412412	1505413027	4745227685	29.427878	4982867062	14.317821	585.991840
177850	8594	1505465253	1505466089	1836674800	39.824616	4744279233	10.440307	1012.377774
177847	8594	1505410097	1505410631	4982867058	34.885527	4745227685	29.427878	577.339035
177849	8594	1505413119	1505413400	4745106078	49.040799	1836674800	39.824616	654.644802
168349	8328	1505433761	1505434321	4382871988	27.313001	5015085726	51.009803	622.304276
72917	12690	1505476555	1505477056	1836286374	36.235342	237153849	13.000000	1003.833545
72916	12690	1505436491	1505437264	5233050790	13.000000	1836286374	36.235342	1105.463251
293024	8849	1505431651	1505432551	5254804607	24.083189	5623350289	1.000000	765.557130
290913	1814	1505463861	1505464558	5178982355	34.438351	1240910640	21.931712	308.630632
202284	325	1505460929	1505461177	5282963905	6.324555	5171672141	41.340053	206.679743
202285	325	1505475893	1505477219	5171672141	24.413111	4321593140	9.486833	1879.090416
202286	325	1505480199	1505480365	5286341268	44.721360	3966412898	12.083046	395.141194
257344	21076	1505449042	1505449347	2708254807	31.827661	3780384806	16.155494	1252.491756
257345	21076	1505477902	1505478052	3780396802	40.162171	2708254831	24.186773	630.622906
171360	2094	1505480163	1505481126	5216837476	5.000000	1807030370	33.241540	1324.520521
165873	31738	1505470458	1505471434	247037929	34.058773	1706605936	8.485281	515.358840
165874	31738	1505471468	1505471746	1706605936	8.485281	1531151923	23.853721	1152.953766
238237	29218	1505460930	1505461583	3979566315	15.652476	249392292	34.481879	765.618163
238238	29218	1505471393	1505471926	249392292	34.481879	5243477131	21.954498	1116.575860
238235	29218	1505455220	1505456770	4738363988	38.600518	4492185407	17.000000	1078.817501
238236	29218	1505457254	1505457973	4492185407	17.000000	3979566315	15.652476	694.731469
201822	17387	1505489552	1505489732	5108549559	18.384776	5607601797	9.000000	721.771730
201821	17387	1505474312	1505474464	5701286278	20.615528	5284920403	20.880613	230.531611
66445	4334	1505489609	1505490098	1363263338	8.246211	5233538957	16.031220	281.159096
66444	4334	1505407984	1505408158	4684627408	24.839485	1363263338	5.830952	243.440279
66443	4334	1505406226	1505406565	2402427650	12.649111	4684627408	24.839485	268.289573
97560	21381	1505465279	1505465881	2036059078	8.602325	1370569313	35.057096	562.532910
195644	16165	1505456267	1505456572	5235512194	45.221676	5235349643	19.646883	913.858921
