52021	52029
52031	52039
52061	52069
52381	52389
52481	52489
52311	52319
52341	52349
52331	52339
52301	52309
52351	52359
52291	52299
52361	52369
52441	52449
52171	52179
52161	52169
52201	52209
52221	52229
52271	52279
52151	52159
52211	52219
52141	52149
52191	52199
52231	52239
52261	52269
52281	52289
52251	52259
52181	52189
52131	52139
52071	52079
51081	51089
52241	52249
52051	51059
51041	51049
51031	51039
52501	52509
52321	52329
52071	52079
51021	51029
51011	51019
52081	52089
