6815202436	6815202435	80.757024
6795290497	6795290496	0.661259
6795290497	6795290498	0.679565
6795290498	6795290497	0.679565
6795290498	6795290499	15.154522
6795290499	6795290498	15.154522
6795290499	6795290500	11.879392
6758423870	6758423871	44.094948
6758423870	5254548540	1.927729
1840076863	6758423865	51.072712
1840076863	6512500040	89.428058
6757108927	6757108926	12.517962
6757108927	6757108928	1.938617
6757108926	6757108927	12.517962
6757108926	6757108934	22.517107
6757108926	5120745809	17.147847
6757108931	6757108930	1.280584
6757108931	6757108932	1.910057
6757108932	6757108931	1.910057
6757108932	6757108933	13.197103
6734699756	6521383155	28.543093
6734699756	6521383157	25.441810
6734699750	6734699751	7.738523
6734699750	6734699749	43.358929
6734699749	6734699750	43.358929
6734699749	6734699748	30.165986
6734699748	6521383155	18.898349
6734699748	6734699749	30.165986
6734482545	4598549591	27.712149
5229071621	4745268154	7.572619
5229071621	6734482531	8.719908
248889709	6734385728	38.603100
6720363941	6720363942	18.398774
6720363937	6758423872	6.503151
6720363937	6420301690	12.789349
6720205976	6720205974	0.367616
6720205976	6720205975	3.798612
6720205974	6720205976	0.367616
6720205974	6521383153	418.253233
6673006405	1395048613	1.256552
6673006405	6673006406	0.497274
6673006406	6673006405	0.497274
6673006406	6673006407	0.449842
2767289333	5120842034	12.295896
2767289333	2767289310	16.181495
4591569234	4591569233	5.667761
4591569234	1541259995	6.021739
1541260426	1541260896	10.516368
1541260426	4591569229	8.550185
6673006410	6673006411	0.757136
6673006410	6673006409	0.487668
6673006409	6673006410	0.487668
6673006409	1395048646	1.140686
4592983179	6568112980	19.801839
4592983179	4592983178	21.403917
4592983184	4592983185	3.298945
4592983184	5175465548	4.091366
4592983191	4592983177	20.048556
4592983191	4592983192	4.495757
4592983192	4592983191	4.495757
4592983192	4592983193	2.726306
2013197180	6547998479	23.147059
5120715512	5120715518	51.663738
5120715512	5120715513	7.587436
5120816505	391196767	2.814735
5120816505	6545571742	41.920965
6531296043	6531296042	8.583277
6531296043	6531296044	11.568419
6531296044	6531296043	11.568419
6531296044	5015083972	7.737071
6512500049	6512500050	6.772578
6512500049	6512500048	27.903867
6512500048	6512500049	27.903867
6512500048	2641816767	22.572858
