InputID,TargetID,Distance
37552597,51069,141.296656619871
55620267,52141,229.746157238136
55622064,52141,238.703440774947
79356970,52069,189.064062481117
79356974,52381,197.600399224757
79356978,52381,223.119000317167
79356980,52381,297.300228750299
79356988,52381,272.086928863618
79356995,52069,54.9789071327069
79357001,52069,257.848498982513
93850011,52069,126.935045435593
93852630,52061,151.210363401274
93852631,52061,186.996216369807
93852632,52061,187.447528362024
93852633,52061,154.396251080188
93852634,52061,123.689556333338
93852635,52061,109.708193370805
93852636,52061,105.205770203774
93852638,52061,59.4679924241552
96314496,52299,70.3229800258467
96314497,52359,57.1811941902166
96315034,52279,128.820596805544
96315038,52291,112.127575522658
96315040,52291,129.402561658024
96702601,52501,65.6042495937239
103014702,52279,51.4475160320587
103014703,52291,85.0659992410419
103014705,52279,61.8766443638081
103014707,52291,119.140082286467
103145414,52059,221.058414713419
103145973,52039,279.489741988923
103147502,52059,148.927618768749
103147503,52059,130.058636624897
103147504,52059,258.074400201333
103147508,52059,213.349102365922
103260043,52039,103.048057847332
103260044,52039,165.05603446334
103260046,52039,133.2329475617
103536220,52281,64.6740837075603
103536223,52279,74.2895383918553
103626734,52161,67.1144034234516
103626735,52171,87.692353645749
103626736,52221,46.9045520115177
103626737,52441,86.9966632277955
103626738,52449,106.615120354952
103626739,52161,37.0402783831781
103626740,52179,35.5115302983434
103626741,52179,141.126306324039
103626742,52221,127.168738299812
103626743,52161,111.815696130119
103626744,52179,65.7567890114944
103626745,52171,68.2639930348363
103626746,52161,126.211418844834
103626747,52221,70.9051377572217
103644276,52171,125.819475483616
103644278,52029,173.807678436604
104740608,52021,97.4870311081345
104740760,52031,123.945973538481
105500306,52039,161.347692162554
105500317,52059,283.04348204366
111513288,52321,165.255878000367
122727884,52449,88.5523055639046
122727887,52449,67.6629782343014
122728028,52261,105.598517249116
125627602,52291,56.5545136769106
125627603,52251,136.911848351815
125627604,52159,110.647987706908
125627605,52199,161.610252647161
125627606,52169,68.1616511216102
125627607,52279,113.182202664387
125627608,52231,113.943249657972
125627609,52231,120.052797329183
125627610,52239,69.180775643935
125627612,52199,124.357061834546
125627613,52201,103.315883653103
125627614,52239,45.9783936432488
125627615,52169,68.6522874813913
125627616,52239,85.3938987450893
125627617,52269,118.837962197299
125627618,52269,113.371757839388
125627619,52269,40.2287772742684
125627620,52191,136.52721544758
125627621,52169,113.323663644827
125627622,52281,103.617515136812
125627623,52291,63.2485671075047
125627625,52201,103.097143595737
125627626,52231,161.19035076212
125627627,52291,109.064852858122
125627628,52269,87.5370131171566
125627629,52269,66.4771217084269
125627721,52179,75.3641406562441
125627722,52161,97.6937218200206
125631008,52159,47.0551420766281
125631012,52201,137.844687056164
125631014,52159,97.1406215591726
125631016,52159,148.128029161596
125635132,52229,112.21636299534
125635138,52229,82.5510142765396
125635139,52229,130.544878334526
125635141,52449,162.965679145169
125635142,52229,68.8525983969107
132001459,52031,142.238213278817
132001469,52039,74.5573720950148
132001470,52031,95.7984595622541
148404806,52399,53.7053784456137
148408730,52391,90.6140078023859
148408731,52391,119.146012107642
148409540,52391,139.98153764676
148409541,52399,89.7719373468553
148409809,52539,72.6224065984119
148543923,52481,82.2428934974626
148543924,52399,107.08114663274
148543925,52489,73.3531328259263
150724675,52389,28.8364589339368
150724676,52389,136.183583828098
150724677,52371,83.9808755809887
150724679,52399,152.819043033427
150724680,52429,143.299735958758
150724681,52389,165.855421058439
150724682,52381,102.576517081168
150724683,52389,130.156874047502
150724684,52371,80.8291395577707
168815544,51041,127.803907338065
168815547,51049,186.586655639021
169227972,52201,34.6522048152039
169227973,52161,111.43831815667
169227974,52201,75.2605346988217
169227975,52161,153.967928047754
169227977,52271,155.620581415611
169227978,52161,100.096451841367
169227979,52161,94.8725525818059
169227980,52169,93.2638660440863
169227981,52169,66.8818916449916
169227982,52161,68.0951575416506
169467528,52209,99.1989289614747
169467529,52209,90.5961462239128
169467530,52209,82.5183316362341
169467532,52209,58.3602081642243
169467533,52209,74.9843200452669
169467932,52221,71.968676722957
169467933,52221,107.936903624745
169511247,52039,86.8229391416065
169511248,52029,164.736636856524
169511250,52039,127.358647056195
169511251,52029,33.6827883497882
169517613,52449,96.458381771929
169517614,52369,72.6083219918844
169517615,52441,162.868535518333
169517616,52441,148.424962813139
169517617,52441,97.5334229548088
169517618,52441,77.6841137794887
